副本ID	副本名称	副本说明	前序副本ID	后序副本ID	所属关卡	体力消耗	每天挑战次数（普通；高手；宗师）	携带英雄1（阵首）	携带英雄2	携带英雄3	携带英雄4	携带英雄5	携带英雄6	携带英雄7	阵法ID	基础威望	基础武将经验	基础银两	经验奖励经验	银两奖励比例	掉落包	副本图标	战斗场景	刷新所需元宝	是否为BOSS	等级压制系数	压制等级	战斗场景音效	特殊掉落ID	特殊掉落概率（1-1000）
10252	两大波上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	10251	10253	19	1	100	100106	100580	100579	100578	101108	101107	101106	0	-1	576	8915	1	1	-1	21	13	10	0	-1	62	denglu1	GD031	150
10253	又是上忍	晓组织已控制了8个尾兽并联合兜的白绝和秽土转生部队，四代雷影发起了五影会议联合五大国共同对付晓。	10252	10254	19	1	5	101497	101565	101506	101563	101564	101545	101547	0	-1	585	18350	1	1	-1	22	13	10	1	-1	63	state	GD033	200
10254	又遇上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10253	10255	20	1	100	100107	100585	100584	100583	101111	101110	101109	0	-1	595	9460	1	1	-1	23	13	10	0	-1	64	denglu1	GD031	150
10255	大片上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10254	10256	20	1	100	100108	100585	100584	100583	101111	101110	101109	0	-1	595	9460	1	1	-1	24	13	10	0	-1	64	state	GD031	150
10256	又是上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10255	10257	20	1	100	100109	100585	100584	100583	101111	101110	101109	0	-1	595	9460	1	1	-1	25	13	10	0	-1	64	denglu1	GD031	150
10257	大片上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10256	10258	20	1	100	100110	100585	100584	100583	101111	101110	101109	0	-1	595	9460	1	1	-1	26	13	10	0	-1	64	state	GD031	150
10258	再遇上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10257	10259	20	1	100	100111	100585	100584	100583	101111	101110	101109	0	-1	595	9460	1	1	-1	27	13	10	0	-1	64	denglu1	GD031	150
10259	干柿鬼鲛	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10258	10260	20	1	12	101621	100585	100584	100583	101111	101110	101109	0	-1	595	12620	1	1	10259	dizi_101621	13	10	0	-1	64	state	GD032	150
10260	好多上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10259	10261	20	1	100	100112	100588	100587	100586	101114	101113	101112	0	-1	595	9460	1	1	-1	28	13	10	0	-1	64	denglu1	GD031	150
10261	又是上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10260	10262	20	1	100	100113	100588	100587	100586	101114	101113	101112	0	-1	595	9460	1	1	-1	29	13	10	0	-1	64	state	GD031	150
10262	战胜上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10261	10263	20	1	100	100114	100591	100590	100589	101117	101116	101115	0	-1	595	9460	1	1	-1	30	13	10	0	-1	64	denglu1	GD031	150
10263	众多上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10262	10264	20	1	100	100115	100591	100590	100589	101117	101116	101115	0	-1	595	9460	1	1	-1	0	13	10	0	-1	64	state	GD031	150
10264	两大波上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10263	10265	20	1	100	100116	100591	100590	100589	101117	101116	101115	0	-1	595	9460	1	1	-1	1	13	10	0	2	64	denglu1	GD031	150
10265	奇拉比	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10264	10266	20	1	12	101612	100594	100593	100592	101120	101119	101118	0	-1	604	12990	1	1	10265	dizi_101612	13	10	0	-1	65	state	GD032	150
10266	力战上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10265	10267	20	1	100	100117	100594	100593	100592	101120	101119	101118	0	-1	604	9740	1	1	-1	2	13	10	0	-1	65	denglu1	GD031	150
10267	血战上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10266	10268	20	1	100	100118	100594	100593	100592	101120	101119	101118	0	-1	604	9740	1	1	-1	3	13	10	0	-1	65	state	GD031	150
10268	奋战上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10267	10269	20	1	100	100119	100594	100593	100592	101120	101119	101118	0	-1	604	9740	1	1	-1	4	13	10	0	-1	65	denglu1	GD031	150
10269	好多上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10268	10270	20	1	100	100120	100594	100593	100592	101120	101119	101118	0	-1	604	9740	1	1	-1	5	13	10	0	-1	65	state	GD031	150
10270	小片上忍	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10269	10271	20	1	100	100121	100594	100593	100592	101120	101119	101118	0	-1	604	9740	1	1	-1	6	13	10	0	-1	65	denglu1	GD031	150
10271	九尾	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10270	10272	20	1	12	101613	100597	100596	100595	101123	101122	101121	0	-1	613	13370	1	1	10271	dizi_101613	13	10	0	-1	66	state	GD032	150
10272	八尾	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10271	10273	20	1	12	101614	100597	100596	100595	101126	101125	101124	0	-1	613	13370	1	1	10272	dizi_101614	13	10	0	-1	66	denglu1	GD032	150
10273	九尾	宇智波带土用金角银角的九尾查克拉代替，终成十尾人力柱，亦是世间第二位六道仙人。	10272	10274	20	1	5	101613	100597	100596	100595	101509	101127	101614	0	-1	623	20600	1	1	10273	dizi_101613	13	10	1	-1	67	state	GD033	200
10274	小片上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10273	10275	21	1	100	100122	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	7	13	10	0	-1	68	denglu1	GD031	150
10275	还是上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10274	10276	21	1	100	100123	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	8	13	10	0	-1	68	state	GD031	150
10276	战胜上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10275	10277	21	1	100	100124	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	9	13	10	0	2	68	denglu1	GD031	150
10277	好多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10276	10278	21	1	100	100125	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	10	13	10	0	-1	68	state	GD031	150
10278	力战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10277	10279	21	1	100	100126	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	11	13	10	0	-1	68	denglu1	GD031	150
10279	断	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10278	10280	21	1	12	100126	100600	101620	100598	101130	101129	101128	0	-1	632	14130	1	1	10279	dizi_101620	13	10	0	-1	68	state	GD032	150
10280	更多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10279	10281	21	1	100	100127	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	12	13	10	0	-1	68	denglu1	GD031	150
10281	一群上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10280	10282	21	1	100	100128	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	13	13	10	0	-1	68	state	GD031	150
10282	一群上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10281	10283	21	1	100	100129	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	14	13	10	0	-1	68	denglu1	GD031	150
10283	三大波上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10282	10284	21	1	100	100130	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	15	13	10	0	-1	68	state	GD031	150
10284	又遇上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10283	10285	21	1	100	100131	100600	100599	100598	101130	101129	101128	0	-1	632	10600	1	1	-1	16	13	10	0	-1	68	denglu1	GD031	150
10285	战胜上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10284	10286	21	1	100	100132	100603	100602	100601	101133	101132	101131	0	-1	641	10895	1	1	-1	17	13	10	0	-1	69	state	GD031	150
10286	银角	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10285	10287	21	1	12	101615	100606	100605	100604	101136	101135	101134	0	-1	641	14530	1	1	10286	dizi_101615	13	10	0	-1	69	denglu1	GD032	150
10287	战胜上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10286	10288	21	1	100	100133	100606	100605	100604	101136	101135	101134	0	-1	641	10895	1	1	-1	18	13	10	0	-1	69	state	GD031	150
10288	一大波上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10287	10289	21	1	100	100134	100606	100605	100604	101136	101135	101134	0	-1	641	10895	1	1	-1	19	13	10	0	-1	69	denglu1	GD031	150
10289	众多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10288	10290	21	1	100	100135	100606	100605	100604	101136	101135	101134	0	-1	641	10895	1	1	-1	20	13	10	0	-1	69	state	GD031	150
10290	力战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10289	10291	21	1	100	100136	100606	100605	100604	101136	101135	101134	0	-1	641	10895	1	1	-1	21	13	10	0	2	69	denglu1	GD031	150
10291	金角	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10290	10292	21	1	12	101615	100608	101616	100607	101139	101138	101137	0	-1	641	14530	1	1	10291	dizi_101616	13	10	0	-1	69	state	GD032	150
10292	力战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10291	10293	21	1	100	100137	100611	100610	100609	101142	101141	101140	0	-1	641	10895	1	1	-1	22	13	10	0	-1	69	denglu1	GD031	150
10293	还是上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10292	10294	21	1	100	100138	100614	100613	100612	101145	101144	101143	0	-1	651	11195	1	1	-1	23	13	10	0	-1	70	state	GD031	150
10294	二代土影	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10293	10295	21	1	12	100138	100614	100613	100612	101145	101617	101143	0	-1	651	14920	1	1	10294	dizi_100138	13	10	0	-1	70	denglu1	GD032	150
10295	一群上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10294	10296	21	1	100	100139	100614	100613	100612	101145	101144	101143	0	-1	651	11195	1	1	-1	24	13	10	0	-1	70	state	GD031	150
10296	好多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10295	10297	21	1	100	100140	100614	100613	100612	101145	101144	101143	0	-1	651	11195	1	1	-1	25	13	10	0	-1	70	denglu1	GD031	150
10297	二代水影	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10296	10298	21	1	12	100141	100617	100616	100615	101147	101501	101146	0	-1	660	15330	1	1	10297	dizi_100141	13	10	0	-1	71	state	GD032	150
10298	又遇上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10297	10299	21	1	5	100141	100617	100616	100615	101617	101146	101501	0	-1	660	23000	1	1	-1	26	13	10	1	-1	71	denglu1	GD033	200
10299	众多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10298	10300	21	1	100	101618	100620	100619	100618	101150	101149	101148	0	-1	660	11495	1	1	-1	27	13	10	0	-1	71	state	GD031	150
10300	战胜上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10299	10301	21	1	100	100142	100620	100619	100618	101150	101149	101148	0	-1	660	11495	1	1	-1	28	13	10	0	-1	71	denglu1	GD031	150
10301	又是上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10300	10302	21	1	100	100143	100623	100622	100621	101153	101152	101151	0	-1	660	11495	1	1	-1	29	13	10	0	-1	71	state	GD031	150
10302	血战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10301	10303	21	1	100	100144	100623	101619	100621	101153	101152	101151	0	-1	660	11495	1	1	-1	30	13	10	0	-1	71	denglu1	GD031	150
10303	三代雷影	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10302	10304	21	1	12	100145	100626	100625	100624	101156	101554	101154	0	-1	660	15330	1	1	10303	dizi_101554	13	10	0	-1	71	state	GD032	150
10304	战胜上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10303	10305	21	1	100	100145	100626	100625	100624	101156	101155	101154	0	-1	660	11495	1	1	-1	0	13	10	0	-1	71	denglu1	GD031	150
10305	众多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10304	10306	21	1	100	100146	100626	100625	100624	101156	101155	101154	0	-1	660	11495	1	1	-1	1	13	10	0	-1	71	state	GD031	150
10306	宇智波带土	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10305	10307	21	1	12	101520	100626	100625	100624	101156	101155	101154	0	-1	660	15330	1	1	10306	dizi_101520	13	10	0	2	71	denglu1	GD032	150
10307	众多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10306	10308	21	1	100	100147	100629	100628	100627	101159	101158	101157	0	-1	660	11495	1	1	-1	2	13	10	0	-1	71	state	GD031	150
10308	好多上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10307	10309	21	1	100	100148	100629	100628	100627	101159	101158	101157	0	-1	660	11495	1	1	-1	3	13	10	0	-1	71	denglu1	GD031	150
10309	宇智波斑	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10308	10310	21	1	12	100146	100626	100625	100624	101514	101161	101160	0	-1	660	15330	1	1	10309	dizi_100146	13	10	0	-1	71	state	GD032	150
10310	力战上忍	鸣人和佐助联合，创造了合体仙术，开始与宇智波带土领导的白绝和秽土转生部队战斗。	10309	11000	21	1	5	101520	101514	100625	101554	101162	101498	101160	0	-1	660	23000	1	1	-1	4	13	10	1	-1	71	denglu1	GD033	200
11000	大片下忍	第七班获派护送要人的C级任务，其内容就是要安全护送桥梁建筑师太砂先生返波之国。	-1	11001	3	1	55	100153	100634	-1	100634	-1	-1	-1	0	-1	32	427	1	1	-1	5	13	10	0	2	3	state	GD101	200
11001	奋战下忍	第七班获派护送要人的C级任务，其内容就是要安全护送桥梁建筑师太砂先生返波之国。	11000	11002	3	1	55	100153	100634	-1	100634	-1	-1	-1	0	-1	32	427	1	1	-1	6	13	10	0	2	3	denglu1	GD101	200
11002	奋战下忍	第七班获派护送要人的C级任务，其内容就是要安全护送桥梁建筑师太砂先生返波之国。	11001	11003	3	1	55	100153	100634	-1	100634	-1	-1	-1	0	-1	32	427	1	1	-1	7	13	10	0	2	3	state	GD101	200
11003	更多下忍	鸣人们寄宿在波之国伊那里一家中，同时他亦认识了一名神秘的美少年，就是白	11002	11004	3	1	55	100154	100635	-1	100635	-1	-1	-1	0	-1	32	427	1	1	-1	8	13	10	0	2	3	denglu1	GD101	200
11004	白	鸣人打败卡多派来、欲绑架伊那里一家的两名手下后，匆忙赶到的他却鲁莽地衝进了白的陷阱。	11003	11005	3	1	10	-1	100634	101664	100634	-1	-1	-1	0	-1	32	570	1	1	11004	dizi_101664	13	10	0	2	3	state	GD102	200
11005	又是下忍	鸣人打败卡多派来、欲绑架伊那里一家的两名手下后，匆忙赶到的他却鲁莽地衝进了白的陷阱。	11004	11006	3	1	55	100153	100634	-1	100634	-1	-1	-1	0	-1	32	427	1	1	-1	9	13	10	0	2	3	denglu1	GD101	200
11006	小片下忍	鸣人打败卡多派来、欲绑架伊那里一家的两名手下后，匆忙赶到的他却鲁莽地衝进了白的陷阱。	11005	11007	3	1	55	100154	100635	-1	100635	-1	-1	-1	0	-1	32	427	1	1	-1	10	13	10	0	2	3	state	GD101	200
11007	血战下忍	佐助用自己的身体掩护了鸣人，身受重伤倒下。鸣人以為佐助被杀，愤怒的他使出了九尾的力量，并击败了白。	11006	11008	3	1	55	100154	100635	-1	100635	-1	-1	-1	0	-1	32	427	1	1	-1	11	13	10	0	2	3	denglu1	GD101	200
11008	桃木再不斩	鸣人向再不斩讲述了白对他的忠诚和情谊，让再不斩这个铁血男人落泪不已。再不斩因此反过来把作恶多端的卡多杀掉，但牺牲了自己的性命。	11007	11009	3	1	10	100153	-1	100636	-1	-1	101655	-1	0	-1	42	645	1	1	11008	dizi_101655	13	10	0	2	4	state	GD102	200
11009	桃木再不斩	鸣人向再不斩讲述了白对他的忠诚和情谊，让再不斩这个铁血男人落泪不已。再不斩因此反过来把作恶多端的卡多杀掉，但牺牲了自己的性命。	11008	11010	3	1	4	100155	101655	-1	101664	-1	101644	-1	0	-1	53	1125	1	1	11009	dizi_101655	13	10	1	2.5	5	denglu1	GD103	250
11010	一群下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11009	11011	4	1	55	100156	100637	-1	100637	-1	-1	-1	0	-1	53	562	1	1	-1	12	13	10	0	2	5	state	GD101	200
11011	战胜下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11010	11012	4	1	55	100156	100637	-1	100637	-1	-1	-1	0	-1	53	562	1	1	-1	13	13	10	0	2	5	denglu1	GD101	200
11012	众多下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11011	11013	4	1	55	100156	100637	-1	100637	-1	-1	-1	0	-1	53	562	1	1	-1	14	13	10	0	2	5	state	GD101	200
11013	大片下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11012	11014	4	1	55	100156	100637	-1	100637	-1	-1	-1	0	-1	53	562	1	1	-1	15	13	10	0	2	5	denglu1	GD101	200
11014	音忍托斯	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11013	11015	4	1	10	101651	100637	-1	100637	-1	-1	-1	0	-1	53	750	1	1	11014	dizi_101651	13	10	0	2	5	state	GD102	200
11015	三大波下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11014	11016	4	1	55	100157	100638	-1	100638	-1	-1	-1	0	-1	53	562	1	1	-1	16	13	10	0	2	5	denglu1	GD101	200
11016	还是下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11015	11017	4	1	55	100157	100638	-1	100638	-1	-1	-1	0	-1	53	562	1	1	-1	17	13	10	0	2	5	state	GD101	200
11017	一群下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11016	11018	4	1	55	100157	100638	-1	100638	-1	-1	-1	0	-1	53	562	1	1	-1	18	13	10	0	2	5	denglu1	GD101	200
11018	好多下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11017	11019	4	1	55	100157	100638	-1	100638	-1	-1	-1	0	-1	53	562	1	1	-1	19	13	10	0	2	5	state	GD101	200
11019	萨克及琴	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11018	11020	4	1	10	101652	100639	-1	100639	-1	-1	-1	0	-1	64	870	1	1	11019	dizi_101652	13	10	0	2	6	denglu1	GD102	200
11020	两大波下忍	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11019	11021	4	1	55	100157	100638	-1	100638	-1	-1	-1	0	-1	53	562	1	1	-1	20	13	10	0	2	5	state	GD101	200
11021	大蛇丸	中忍考试第二场：生存试练，在死亡森林内与其他考生争夺用来进级的『天之卷轴』及『地之卷轴』。途中遇上偽装成草忍考生、已叛离木叶的大蛇丸。	11020	11022	4	1	4	101651	101652	-1	100640	-1	101654	-1	0	-1	74	1500	1	1	11021	dizi_101654	13	10	1	2.5	7	denglu1	GD103	250
11022	大片下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11021	11023	5	1	55	100158	100641	100641	100641	-1	-1	-1	0	-1	85	817	1	1	-1	21	13	10	0	2	8	state	GD101	200
11023	血战下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11022	11024	5	1	55	100158	100641	100641	100641	-1	-1	-1	0	-1	85	817	1	1	-1	22	13	10	0	2	8	denglu1	GD101	200
11024	大片下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11023	11025	5	1	55	100158	100641	100641	100641	-1	-1	-1	0	-1	85	817	1	1	-1	23	13	10	0	2	8	state	GD101	200
11025	一群下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11024	11026	5	1	55	100158	100641	100641	100641	-1	-1	-1	0	-1	85	817	1	1	-1	24	13	10	0	2	8	denglu1	GD101	200
11026	两大波下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11025	11027	5	1	55	100158	100641	100641	100641	-1	-1	-1	0	-1	85	817	1	1	-1	25	13	10	0	2	8	state	GD101	200
11027	我爱罗	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11026	11028	5	1	10	100159	100642	101667	100642	-1	-1	-1	0	-1	96	1200	1	1	11027	dizi_101667	13	10	0	2	9	denglu1	GD102	200
11028	又遇下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11027	11029	5	1	55	100159	100643	100643	100643	-1	-1	-1	0	-1	96	907	1	1	-1	26	13	10	0	2	9	state	GD101	200
11029	小片下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11028	11030	5	1	55	100159	100643	100643	100643	-1	-1	-1	0	-1	96	907	1	1	-1	27	13	10	0	2	9	denglu1	GD101	200
11030	再遇下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11029	11031	5	1	55	100159	100643	100643	100643	-1	-1	-1	0	-1	96	907	1	1	-1	28	13	10	0	2	9	state	GD101	200
11031	血战下忍	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11030	11032	5	1	55	100159	100643	100643	100643	-1	-1	-1	0	-1	96	907	1	1	-1	29	13	10	0	2	9	denglu1	GD101	200
11032	手鞠	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11031	11033	5	1	10	101658	100642	100642	100642	-1	-1	-1	0	-1	106	1305	1	1	11032	dizi_101658	13	10	0	2	10	state	GD102	200
11033	我爱罗	砂忍者村及音忍大蛇丸联合下密谋毁灭木叶。并将一尾守鹤人力柱我爱罗也带进木叶。	11032	11034	5	1	4	101641	101667	-1	101658	-1	101163	-1	0	-1	117	2100	1	1	11033	dizi_101667	13	10	1	2.5	11	denglu1	GD103	250
11034	又遇下忍	我爱罗化成完全体的尾兽『一尾』，鸣人召唤出哈蟆文太再混合变身為九尾妖狐，把『一尾』逮住。鸣人把正沉入睡眠中的我爱罗撞醒，使『一尾』力量被压制起来。	11033	11035	6	1	55	100160	100644	100644	100644	-1	-1	-1	0	-1	117	1050	1	1	-1	30	13	10	0	2	11	state	GD101	200
11035	大片下忍	我爱罗化成完全体的尾兽『一尾』，鸣人召唤出哈蟆文太再混合变身為九尾妖狐，把『一尾』逮住。鸣人把正沉入睡眠中的我爱罗撞醒，使『一尾』力量被压制起来。	11034	11036	6	1	55	100160	100644	100644	100644	-1	-1	-1	0	-1	117	1050	1	1	-1	0	13	10	0	2	11	denglu1	GD101	200
11036	又是下忍	我爱罗化成完全体的尾兽『一尾』，鸣人召唤出哈蟆文太再混合变身為九尾妖狐，把『一尾』逮住。鸣人把正沉入睡眠中的我爱罗撞醒，使『一尾』力量被压制起来。	11035	11037	6	1	55	100160	100644	100644	100644	-1	-1	-1	0	-1	117	1050	1	1	-1	1	13	10	0	2	11	state	GD101	200
11037	大片下忍	我爱罗化成完全体的尾兽『一尾』，鸣人召唤出哈蟆文太再混合变身為九尾妖狐，把『一尾』逮住。鸣人把正沉入睡眠中的我爱罗撞醒，使『一尾』力量被压制起来。	11036	11038	6	1	55	100160	100644	100644	100644	-1	-1	-1	0	-1	117	1050	1	1	-1	2	13	10	0	2	11	denglu1	GD101	200
11038	手鞠	我爱罗化成完全体的尾兽『一尾』，鸣人召唤出哈蟆文太再混合变身為九尾妖狐，把『一尾』逮住。鸣人把正沉入睡眠中的我爱罗撞醒，使『一尾』力量被压制起来。	11037	11039	6	1	10	100161	100644	101715	100644	-1	-1	-1	0	-1	117	1395	1	1	11038	dizi_100161	13	10	0	2	11	state	GD102	200
